7027,PET ALOE 500 T28 ST,5,https://cotizar.jjquimienvases.com/items/imagenes/pal500.jpg,1,31,167,38
7028,PET SPORT 500 T28 ST,5,https://cotizar.jjquimienvases.com/items/imagenes/ps500.jpg,1,31,167,38
7029,PET SPORT 600 T28 ST,5,https://cotizar.jjquimienvases.com/items/imagenes/ps500.jpg,1,31,167,38
70121,PET 250 AGUA CUADRADO T28 S,5,https://cotizar.jjquimienvases.com/items/imagenes/pac250.jpg,1,31,167,38
70122,PET AGUA 335 T28 ST,5,https://cotizar.jjquimienvases.com/items/imagenes/pa335.jpg,1,31,167,38
195224,PET 2LT ASEO T28 ST,10,https://cotizar.jjquimienvases.com/items/imagenes/pas2lt.jpg,1,31,167,38
70181,PET PEGANTE 2LT T38 ST,5,https://cotizar.jjquimienvases.com/items/imagenes/pg2lt.jpg,1,31,167,38
7281,DISPENSADOR ESPUMA 160ML BLANCO PET,5,https://cotizar.jjquimienvases.com/items/imagenes/dp120b.jpg,1,31,167,38
597812,PET BALA 250 ML PLASTICO 24/410 ST VERDE,10,https://cotizar.jjquimienvases.com/items/imagenes/bl250v.jpg,1,31,167,38
24042021,PET BALA 60 ML BLANCO BOCA18,10,https://cotizar.jjquimienvases.com/items/imagenes/bl60b.jpg,1,31,167,38
